id,name,description,projectId,parentId,estimatedHours,isActive,createdAt,updatedAt,recurrence,evaluatedBy,evaluationNotes,evaluatedAt,createdBy,dueDate,isShared,reminderDate,reminderTime,soundEnabled,completedAt,priority,status,hrTimesheetId,complexity,trainingLevel,masteryLevel,understandingLevel,activityType,activityName,periodicity
IqoeO_6Lik4PCl4AQmbzT,Entretiens de recrutement,Conduite des entretiens de recrutement,,,7,true,2025-11-27 13:25:17.374,2025-11-27 13:25:17.374,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-11-24 23:00:00,false,,,true,,MEDIUM,DONE,pYSVk9do5sGuEtQ4FjTlP,MOYEN,,,,OPERATIONAL,Entretiens de recrutement,DAILY
ISkVXGaqSlBy8FODFA6TF,AUTRES - Administration,"Autres activités administratives : 
Revue et mise en forme des procédures : 
- Procédure d'attribution des adresses mail professionnelle
- Guide de mise à jour des signatures 
- Procédure d'inscription chronodil
- Livret d'accueil ODILLON",,,3,true,2025-12-01 15:10:38.184,2025-12-01 15:10:38.184,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-11-26 23:00:00,false,,,true,,MEDIUM,DONE,IhvwGsOXDKksbHczStnBR,MOYEN,,,,OPERATIONAL,AUTRES - Administration,PUNCTUAL
iuQLe9fK1AOON94xNcs8V,Variables de la paie,"Suivi et contrôle des variables de paie : Assistance au controle des variables de la  paie et rédaction du rapport ",,,6,true,2025-12-23 13:01:03.12,2025-12-23 13:01:03.12,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-12-10 23:00:00,false,,,true,,MEDIUM,DONE,LM_axwne3miKCQhQu9ArD,MOYEN,,,,REPORTING,Variables de la paie,MONTHLY
j2MZZCmogYaFgOqQFxTLI,Projet - Odillon,Projets internes Odillon : Résolution de Bug liée à la syntaxe Typescript qui causait des erreurs d'affichage à © et bien d'autres modules.,,,1.5,true,2025-11-28 09:48:22.872,2025-11-28 09:48:22.872,,,,,pYcGKxZ2bm6CMreDd4PaXfGdyImop3w3,2025-11-20 23:00:00,false,,,false,,MEDIUM,DONE,-90HwbzlF3pt8Pbl08ACg,MOYEN,,,,OPERATIONAL,Projet - Odillon,PUNCTUAL
JaNu9N16K4LqLnTbssY0-,Indicateurs de performance,Calcul et analyse des indicateurs de performance : Présence au poste des agents ODILLON,,,0.5,true,2025-12-19 10:39:45.842,2025-12-19 10:39:45.842,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-12-17 23:00:00,false,,,true,,MEDIUM,DONE,cnP49I-MMHv0YbXOBH5KF,MOYEN,,,,REPORTING,Indicateurs de performance,DAILY
jIjEZ4dvJiv4wl_Y5vEl9,Suivi du plan de congé,"Suivi et contrôle du plan de congé : Analyse des congés du mois de novembre ",,,1.5,true,2025-12-09 18:15:44.031,2025-12-09 18:15:44.031,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-12-07 23:00:00,false,,,true,,MEDIUM,DONE,6lupVCzdVOKuMf6sP4BmU,MOYEN,,,,REPORTING,Suivi du plan de congé,MONTHLY
JQjw7uJYUa_J6vc9HhpWr,AUTRES - Développement/Learning,"lecture rédaction d'un manuel de procédures ",,,2,true,2025-12-23 13:32:12.929,2025-12-23 13:32:12.929,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-12-25 23:00:00,false,,,false,,MEDIUM,IN_PROGRESS,VJtsKJ_mrhE8B4CChM__e,MOYEN,,,,OPERATIONAL,AUTRES - Développement/Learning,PUNCTUAL
JrSdBq50IOoNj5PoFMhYv,AUTRES - Développement/Learning,Autres activités de développement et formation : lecture du code du travail,,,1,true,2025-11-22 11:10:49.531,2025-11-22 11:10:49.531,,,,,5CUbS4Ww95utj7iNfbi5WHq8gRcFt1U3,2025-11-18 23:00:00,false,,,true,,MEDIUM,IN_PROGRESS,,MOYEN,,,,OPERATIONAL,AUTRES - Développement/Learning,PUNCTUAL
JUyvEHj3RAFtFLCb2nmxL,Suivi du plan de congé,Suivi et contrôle du plan de congé,,,3,true,2025-12-16 08:04:00.288,2025-12-16 08:04:00.288,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-12-10 23:00:00,false,,,true,,MEDIUM,DONE,LM_axwne3miKCQhQu9ArD,MOYEN,,,,REPORTING,Suivi du plan de congé,WEEKLY
JysW5Cuj8RVhtMR_AcyRL,AUTRES - Administration,Autres activités administratives :  clôture et impression du rapport et ses annexes / déplacement à glass pour signature des documents joint au rapport et dépôt du rapport à rénovation,,,6,true,2025-12-16 07:48:05.867,2025-12-16 07:48:05.867,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-12-09 23:00:00,false,,,true,,MEDIUM,DONE,6lupVCzdVOKuMf6sP4BmU,MOYEN,,,,OPERATIONAL,AUTRES - Administration,PUNCTUAL
k8ZJESSLRW2d5Kghp41HA,Rapport mensuel,Rapport mensuel d'activité RH : Première partie du rapport mensuel de novembre,,,2,true,2025-11-24 15:51:01.921,2025-11-24 15:51:01.921,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-11-24 15:46:58.103,false,,,true,,MEDIUM,IN_PROGRESS,ZeeK_kDoDitp1vamkjtn7,MOYEN,,,,REPORTING,Rapport mensuel,MONTHLY
kb_zkssGtimvqECUvoB5G,Projet - Odillon,Projets internes Odillon : Résolution des Bugs liés à la plateforme Chronodil.,,,20,true,2025-11-28 09:48:03.562,2025-11-28 09:48:03.562,,,,,pYcGKxZ2bm6CMreDd4PaXfGdyImop3w3,2025-11-20 23:00:00,false,,,false,,MEDIUM,IN_PROGRESS,-90HwbzlF3pt8Pbl08ACg,MOYEN,,,,OPERATIONAL,Projet - Odillon,WEEKLY
KDU584KlQ1tbMCNA0y6_A,Activité tierce,"Réunion ODILLON
",,,2,true,2025-12-19 08:38:37.25,2025-12-19 08:38:37.25,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-12-15 23:00:00,false,,,false,,MEDIUM,DONE,p63hpGeKJSTJIA8LM7GbM,MOYEN,,,,OPERATIONAL,Activité tierce,PUNCTUAL
khgAzMutOag--rCM7y9FT,AUTRES - Développement/Learning,"lecture du code du travail ",,,2,true,2025-12-03 13:31:35.869,2025-12-03 13:31:35.869,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-12-03 11:42:16.686,false,,,true,,MEDIUM,DONE,uEw2JOGCS48WADhQTjScf,MOYEN,,,,OPERATIONAL,AUTRES - Développement/Learning,PUNCTUAL
KJ-z-IGU_O55goGBRTB_q,Activité tierce,Activité ne rentrant dans aucune catégorie prédéfinie : Réalisation des visuels pour les plateformes Facebook et LinkedIn.,,,6,true,2025-11-28 09:47:59.129,2025-11-28 09:47:59.129,,,,,pYcGKxZ2bm6CMreDd4PaXfGdyImop3w3,2025-11-18 23:00:00,false,,,false,,MEDIUM,DONE,-90HwbzlF3pt8Pbl08ACg,MOYEN,,,,OPERATIONAL,Activité tierce,PUNCTUAL
KJ7faIBbU92V0DfWrsETE,Rapport mensuel,Rapport mensuel d'activité RH : Mise en place de la pyramide des âges pour le rapport mensuel du mois de décembre.,,,3,true,2025-12-23 09:05:03.638,2025-12-23 09:05:03.638,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-12-15 23:00:00,false,,,false,,MEDIUM,DONE,9GF7wwM4uEzU5qygnazEe,MOYEN,,,,REPORTING,Rapport mensuel,MONTHLY
koQ08IYL7BAR4g7GnRjju,AUTRES - Développement/Learning,lecture code du travail Titre	3	‐	Des	conditions générales du travail	,,,2,true,2025-12-23 13:32:33.243,2025-12-23 13:32:33.243,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-12-22 23:00:00,false,,,false,,MEDIUM,IN_PROGRESS,VJtsKJ_mrhE8B4CChM__e,MOYEN,,,,OPERATIONAL,AUTRES - Développement/Learning,PUNCTUAL
kOvGGRmr1-p7vOOQXMqNE,Rapport mensuel,"Rapport mensuel d'activité RH :Cloture et impression des annexes du rapport mensuel ",,,3,true,2025-12-23 12:30:51.603,2025-12-23 12:30:51.603,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-12-09 23:00:00,false,,,true,,MEDIUM,DONE,LM_axwne3miKCQhQu9ArD,MOYEN,,,,REPORTING,Rapport mensuel,MONTHLY
kqSXWWNykz5BVs745c9P5,Veille,"tableau excel de la nouvelle Grille salariale de la caistab ",,,8,true,2025-11-12 11:27:15.421,2025-11-12 11:27:15.421,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-11-10 23:00:00,false,,,true,,MEDIUM,DONE,EQAMxrtH8ZKV6d98iKlWs,MOYEN,,,,OPERATIONAL,Veille,PUNCTUAL
kRexEOjtG5nvVqJEokALD,AUTRES - Contrôle et Reporting,"Autres activités de contrôle et reporting : Finalisation du plan d'action de Madame Sylvie ",,,2,true,2025-12-01 16:36:11.559,2025-12-01 16:36:11.559,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-12-04 23:00:00,false,,,false,,MEDIUM,DONE,Mr-_PBQzIS_YYdURIviwl,MOYEN,,,,REPORTING,AUTRES - Contrôle et Reporting,PUNCTUAL
KRJjmH7Gzq6eJ0IWwuoOT,Suivi du plan de congé,Suivi et contrôle du plan de congé,,,1.5,true,2025-12-22 10:49:58.084,2025-12-22 10:49:58.084,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-12-18 23:00:00,false,,,true,,MEDIUM,DONE,cnP49I-MMHv0YbXOBH5KF,MOYEN,,,,REPORTING,Suivi du plan de congé,WEEKLY
KTOBgV96utg_mQNheuLyM,Entretiens de recrutement,"Bilan des notes des chefs de Division et classification ",,,4.5,true,2025-11-27 13:27:10.761,2025-11-27 13:27:10.761,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-11-25 23:00:00,false,,,true,,MEDIUM,DONE,pYSVk9do5sGuEtQ4FjTlP,MOYEN,,,,OPERATIONAL,Entretiens de recrutement,DAILY
KuSvkT5MFev0cGflASxZW,AUTRES - Développement/Learning,"Lecture du Code du Travail (Des conditions générales du travail Chapitre 1) 
",,,1.5,true,2025-11-25 10:42:14.676,2025-11-25 10:42:14.676,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-11-23 23:00:00,false,,,false,,MEDIUM,DONE,pYSVk9do5sGuEtQ4FjTlP,MOYEN,,,,OPERATIONAL,AUTRES - Développement/Learning,DAILY
kUt6AGNT3D5jbtVkFMGwZ,Rédaction des fiches d'objectifs,Rédaction des fiches d'objectifs,,,2,true,2025-12-29 08:13:20.626,2025-12-29 08:13:20.626,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-12-23 23:00:00,false,,,true,,MEDIUM,IN_PROGRESS,VJtsKJ_mrhE8B4CChM__e,MOYEN,,,,OPERATIONAL,Rédaction des fiches d'objectifs,PUNCTUAL
kW9hZvhg6lSH7mq9E4ck_,Rapport mensuel,Rapport mensuel d'activité RH : compilation des données du rapport de novembre,,,2,true,2025-12-01 14:34:40.479,2025-12-01 14:34:40.479,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-11-23 23:00:00,false,,,true,,MEDIUM,DONE,IhvwGsOXDKksbHczStnBR,MOYEN,,,,REPORTING,Rapport mensuel,MONTHLY
KzMWkVNPB_vsZiKPnvI2Y,AUTRES - Développement/Learning,Autres activités de développement et formation : Monday Motivation,,,0.5,true,2025-11-18 10:02:37.424,2025-11-18 10:02:37.424,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-11-16 23:00:00,false,,,false,,MEDIUM,DONE,et0Iqvfq1iKkM2gUdIOT4,MOYEN,,,,OPERATIONAL,AUTRES - Développement/Learning,PUNCTUAL
KZxPenBNyQL9aTQVNb_rY,AUTRES - Développement/Learning,"Lecture de documents sur la procédure de recrutement ",,,1,true,2025-11-17 11:08:31.44,2025-11-17 11:08:31.44,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-11-04 23:00:00,false,,,true,,MEDIUM,DONE,xBAwVsFoqNocD6ffJlt95,MOYEN,,,,OPERATIONAL,AUTRES - Développement/Learning,DAILY
LCBhj0UZBa4eEQNgBCWRd,Formation,Formation sur la gestion des congés,,,3,true,2025-11-10 08:56:57.982,2025-12-09 13:10:26.591,,,,,pYcGKxZ2bm6CMreDd4PaXfGdyImop3w3,2025-11-09 23:00:00,false,,,false,,MEDIUM,DONE,,MOYEN,,,,OPERATIONAL,Formation,DAILY
lD4T7tEDqafZB-JgJT63a,AUTRES - Contrôle et Reporting,"Autres activités de contrôle et reporting : Revue des dossiers ses stagiaires ",,,0.5,true,2025-12-19 10:46:08.139,2025-12-19 10:46:08.139,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-12-17 23:00:00,false,,,true,,MEDIUM,DONE,cnP49I-MMHv0YbXOBH5KF,MOYEN,,,,REPORTING,AUTRES - Contrôle et Reporting,MONTHLY
lDtwlna8ne0BsDe-tRZZg,Audit externe (clients),Analyse de la nouvelle grille salariale de la CAISTAB et rédaction de rapport,,,7,true,2025-11-17 10:19:50.756,2025-11-17 10:19:50.756,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-11-13 23:00:00,false,,,true,,MEDIUM,IN_PROGRESS,EQAMxrtH8ZKV6d98iKlWs,MOYEN,,,,OPERATIONAL,Audit externe (clients),PUNCTUAL
leVbth5BIv-VyQ5sZSzsh,Indicateurs de performance,Calcul et analyse des indicateurs de performance,,,0.5,true,2025-12-23 11:17:00.194,2025-12-23 11:17:00.194,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-12-09 23:00:00,false,,,true,,MEDIUM,DONE,LM_axwne3miKCQhQu9ArD,MOYEN,,,,REPORTING,Indicateurs de performance,DAILY
LKuP6eXZ8-ZZxjuNz_hc9,AUTRES - Développement/Learning,Autres activités de développement et formation : Lecture du code du travail ( les congés ) et résumé par courrier,,,2,true,2025-11-26 08:44:50.222,2025-11-26 08:44:50.222,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-11-26 08:33:56.995,false,,,true,,MEDIUM,DONE,ZeeK_kDoDitp1vamkjtn7,MOYEN,,,,OPERATIONAL,AUTRES - Développement/Learning,PUNCTUAL
LtaJwuFhg9bfEUeczDEDd,Archivage hebdomadaire,"Archivage des documents administratifs : 
Archivage physique et hebdomadaire des fichiers et documents contrôler ",,,1.5,true,2025-11-18 18:05:33.693,2025-11-18 18:05:33.693,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-11-18 18:00:12.363,false,,,true,,MEDIUM,IN_PROGRESS,OL6h2_B4REFKlgq2rad0O,MOYEN,,,,OPERATIONAL,Archivage hebdomadaire,WEEKLY
luHmtGwv2lFQ0nuCUQHtk,Contrats de travail,"Gestion des contrats de travail des Directeurs de la SEEG ",,,6,true,2025-12-09 08:39:20.064,2025-12-09 08:39:20.064,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-12-07 23:00:00,false,,,false,,MEDIUM,IN_PROGRESS,-fkrgbIWpAflQ3fPhsXWP,MOYEN,,,,REPORTING,Contrats de travail,DAILY
lUS7tWp5m9ch7U-KYtbBC,Indicateurs de performance,Calcul et analyse des indicateurs de performance. : Analyse des absences du Mois D'octobre 2025,,,2,true,2025-11-14 17:11:09.286,2025-11-14 17:11:09.286,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-11-05 23:00:00,false,,,true,,MEDIUM,DONE,AZYp5ertT0TJjycnRm5Mn,MOYEN,,,,REPORTING,Indicateurs de performance,MONTHLY
mbicsM-uu9kGZJQJ6WpuH,Rapport mensuel,Rapport mensuel d'activité RH : Collecte du point sur l'accident de voiture de 5 agent CDC auprès de carmine et Prudence & rédaction du point mis à jour dans le rapport.,,,1,true,2025-12-09 18:23:03.848,2025-12-09 18:23:03.848,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-12-09 18:18:04.541,false,,,true,,MEDIUM,DONE,6lupVCzdVOKuMf6sP4BmU,MOYEN,,,,REPORTING,Rapport mensuel,WEEKLY_MONTHLY
mBwkRUkORZm8v4oMMTO5C,Rapport mensuel,Rapport mensuel d'activité RH : Rapport mensuel du mois de novembre,,,3,true,2025-11-28 07:31:59.821,2025-11-28 07:31:59.821,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-11-25 23:00:00,false,,,true,,MEDIUM,DONE,ZeeK_kDoDitp1vamkjtn7,MOYEN,,,,REPORTING,Rapport mensuel,MONTHLY
mcGQjjfKz8tFS28SbLWkH,Indicateurs de performance,Calcul et analyse des indicateurs de performance : Liste de présence du 17 au 21 novembre 2025,,,2,true,2025-11-18 10:02:44.57,2025-11-18 10:02:44.57,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-11-20 23:00:00,false,,,false,,MEDIUM,IN_PROGRESS,et0Iqvfq1iKkM2gUdIOT4,MOYEN,,,,REPORTING,Indicateurs de performance,DAILY
McnnWnKsgYtSzegv4VYMy,Reporting tierce,"Rédaction du compte rendu de la réunion ODILLON ",,,2,true,2025-11-28 08:47:28.01,2025-11-28 08:47:28.01,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-11-27 23:00:00,false,,,true,,MEDIUM,DONE,pYSVk9do5sGuEtQ4FjTlP,MOYEN,,,,OPERATIONAL,Reporting tierce,PUNCTUAL
METsaPeSFKnwEZCWt7Ia7,Suivi du plan de congé,"Suivi et contrôle du plan de congé : analyse des congés du mois de novembre ",,,1.5,true,2025-12-09 18:12:48.885,2025-12-09 18:12:48.885,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-12-07 23:00:00,false,,,true,,MEDIUM,DONE,LM_axwne3miKCQhQu9ArD,MOYEN,,,,REPORTING,Suivi du plan de congé,PUNCTUAL
MgPpC0HmO4GSlf9M2qejN,Formation interne Odillon,Formation sur le mode d'emploi de l'application  Infomaniak superviser par  Dereck,,,3,true,2025-11-14 17:03:59.891,2025-11-14 17:03:59.891,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-11-05 23:00:00,false,,,true,,MEDIUM,DONE,AZYp5ertT0TJjycnRm5Mn,MOYEN,,,,OPERATIONAL,Formation interne Odillon,PUNCTUAL
MHtTERvtT5PFoOCzKYfKU,Formation,Forcément sur le calcul des congés,,,8,true,2025-11-10 09:01:27.093,2025-11-10 09:01:27.093,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-11-10 08:59:48.233,false,,,true,,MEDIUM,IN_PROGRESS,wHBwb-wwh-yWwEhU7nwQG,MOYEN,,,,OPERATIONAL,Formation,DAILY
ML54q8H-8gU9vX-jrxtc-,Rédaction des fiches d'objectifs,Rédaction des fiches d'objectifs,,,2,true,2025-12-29 08:14:57.962,2025-12-29 08:14:57.962,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-12-23 23:00:00,false,,,true,,MEDIUM,IN_PROGRESS,VJtsKJ_mrhE8B4CChM__e,MOYEN,,,,OPERATIONAL,Rédaction des fiches d'objectifs,PUNCTUAL
moae_xesmjgg4peZA0A7q,AUTRES - Développement/Learning,Autres activités de développement et formation : Lecture du code du travail chapitre 1-2,,,1,true,2025-12-22 10:43:49.972,2025-12-22 10:43:49.972,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-12-18 23:00:00,false,,,true,,MEDIUM,DONE,cnP49I-MMHv0YbXOBH5KF,MOYEN,,,,OPERATIONAL,AUTRES - Développement/Learning,PUNCTUAL
mRktdO5hwNzQTGYGuOYAh,Rapport mensuel,Rapport mensuel d'activité RH : Vérification et ajout des annexes dans le rapport mensuel,,,2,true,2025-11-19 16:51:44.32,2025-11-19 16:51:44.32,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-11-17 23:00:00,false,,,true,,MEDIUM,DONE,et0Iqvfq1iKkM2gUdIOT4,MOYEN,,,,REPORTING,Rapport mensuel,MONTHLY
mVo8rVlNOlhTorcKJ13zp,AUTRES - Contrôle et Reporting,Rapport d'analyse de la grille salariale de la Caistab,,,4,true,2025-11-17 13:02:30.819,2025-11-17 13:02:30.819,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-11-20 23:00:00,false,,,false,,MEDIUM,DONE,VPfxEMuzv9rvRvQGKEzlz,MOYEN,,,,REPORTING,AUTRES - Contrôle et Reporting,WEEKLY
n3WFyuhUpv01Mi9SUi586,Rédaction des fiches de poste,Rédaction et mise à jour des fiches de poste,,,4,true,2025-12-03 14:17:44.319,2025-12-03 14:17:44.319,,,,,5CUbS4Ww95utj7iNfbi5WHq8gRcFt1U3,2025-12-02 23:00:00,false,,,false,,MEDIUM,IN_PROGRESS,9mcpcqCKg0JVgwJ7IKSRC,MOYEN,,,,OPERATIONAL,Rédaction des fiches de poste,DAILY
N8AG6wh5VP9tMrzEXqE3t,AUTRES - Contrôle et Reporting,"Autres activités de contrôle et reporting : Mise à jour du fichier des stagiaires CDC ",,,1.5,true,2025-11-19 17:18:40.919,2025-11-19 17:18:40.919,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-11-19 17:12:46.986,false,,,true,,MEDIUM,DONE,et0Iqvfq1iKkM2gUdIOT4,MOYEN,,,,REPORTING,AUTRES - Contrôle et Reporting,WEEKLY
nbl5AIvUPsp6vXQXnZqfd,AUTRES - Contrôle et Reporting,Autres activités de contrôle et reporting: contrôle du fichier sur la revalorisation salariale CDC,,,3,true,2025-12-16 07:44:04.483,2025-12-16 07:44:04.483,,,,,SbaqoYkhJiwSJ6kiC7UlgqsWXdNVGYWT,2025-12-14 23:00:00,false,,,false,,MEDIUM,DONE,njuegKm1fDQh7AGogVmyO,MOYEN,,,,REPORTING,AUTRES - Contrôle et Reporting,PUNCTUAL
NC7PxNId7GVZxI1uW0rXu,Indicateurs de performance,Calcul et analyse des indicateurs de performance : Présences au poste des agents ODILLON,,,0.5,true,2025-12-22 11:02:00.566,2025-12-22 11:02:00.566,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-12-21 23:00:00,false,,,false,,MEDIUM,DONE,cWlBw0hdFeSqS-BiGFPsp,MOYEN,,,,REPORTING,Indicateurs de performance,DAILY
NJ6zFgNF0YPr2qQ2i5jrq,AUTRES - Développement/Learning,"Autres activités de développement et formation :
 Résumé des contrats de travail du code du travail et transmission par courrier
",,,2.5,true,2025-11-28 14:44:44.614,2025-11-28 14:44:44.614,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-11-28 14:38:26.614,false,,,true,,MEDIUM,DONE,ZeeK_kDoDitp1vamkjtn7,MOYEN,,,,OPERATIONAL,AUTRES - Développement/Learning,PUNCTUAL
NjcskK6flqXf_J7Svz1Gq,Projet - Odillon,Projets internes Odillon : Développement et refont du site web d'Odillon.,,,20,true,2025-12-08 11:21:42.917,2025-12-08 11:21:42.917,,,,,pYcGKxZ2bm6CMreDd4PaXfGdyImop3w3,2025-12-04 23:00:00,false,,,false,,MEDIUM,IN_PROGRESS,SQ-jYJ2ZhnyN11qsxRP3J,MOYEN,,,,OPERATIONAL,Projet - Odillon,PUNCTUAL
NKz37xZ_d00_J8AXZ-9kI,Indicateurs de performance,Calcul et analyse des indicateurs de performance : Présences au poste des agents ODILLON,,,0.5,true,2025-12-22 10:24:48.229,2025-12-22 10:24:48.229,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-12-18 23:00:00,false,,,true,,MEDIUM,DONE,cnP49I-MMHv0YbXOBH5KF,MOYEN,,,,REPORTING,Indicateurs de performance,DAILY
NnMhYzV1f_lM75cn7ByWk,Rapport mensuel,"Rapport mensuel d'activité RH : Correction définitive du rapport mensuel ",,,2,true,2025-11-19 16:45:12.915,2025-11-19 16:45:12.915,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-11-16 23:00:00,false,,,true,,MEDIUM,DONE,et0Iqvfq1iKkM2gUdIOT4,MOYEN,,,,REPORTING,Rapport mensuel,MONTHLY
nPctB-3OWCGGy8D-gD48O,AUTRES - Contrôle et Reporting,Autres activités de contrôle et reporting : Finalisation du plan d'action pour Madame Sylvie,,,2,true,2025-12-01 16:36:06.909,2025-12-01 16:36:06.909,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-12-04 23:00:00,false,,,false,,MEDIUM,DONE,Mr-_PBQzIS_YYdURIviwl,MOYEN,,,,REPORTING,AUTRES - Contrôle et Reporting,PUNCTUAL
nslpnpQEPQ7Fw37tuc57Z,Reporting divers,"Transmission des documents sur la nouvelle grille salariale ",,,8,true,2025-11-12 11:32:15.757,2025-11-12 11:32:15.757,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-11-12 11:12:32.147,false,,,true,,MEDIUM,DONE,EQAMxrtH8ZKV6d98iKlWs,MOYEN,,,,REPORTING,Reporting divers,WEEKLY
nXpfUK761KhT3TSdc2HuR,Activité tierce,"Etablissement des planning hebdomadaire et mensuel ",,,2,true,2025-12-01 13:00:16.067,2025-12-01 13:00:16.067,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-12-04 23:00:00,false,,,false,,MEDIUM,DONE,uEw2JOGCS48WADhQTjScf,MOYEN,,,,OPERATIONAL,Activité tierce,PUNCTUAL
ny2k6dWxDLE1nkUyaFD2s,AUTRES - Contrôle et Reporting,"Autres activités de contrôle et reporting : Résumé  du titre 1 de la convention collective ",,,1,true,2025-12-23 12:16:10.351,2025-12-23 12:16:10.351,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-12-23 12:13:34.303,false,,,true,,MEDIUM,DONE,cWlBw0hdFeSqS-BiGFPsp,MOYEN,,,,REPORTING,AUTRES - Contrôle et Reporting,PUNCTUAL
o5P5hDDnuHvElkfEANzb-,Rapport mensuel,"Rapport mensuel d'activité RH : Impression du rapport mensuel du mois de novembre CDC                                                  ",,,1,true,2025-12-09 18:22:43.199,2025-12-09 18:22:43.199,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-12-09 18:17:42.97,false,,,true,,MEDIUM,DONE,LM_axwne3miKCQhQu9ArD,MOYEN,,,,REPORTING,Rapport mensuel,MONTHLY
o6oh_BCt1s0LxrDawLC_N,AUTRES - Administration,Autres activités administratives : Planning hebdomadaire du 08 au 12,,,1,true,2025-12-09 18:48:35.099,2025-12-09 18:48:35.099,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-12-09 18:45:29.929,false,,,true,,MEDIUM,DONE,LM_axwne3miKCQhQu9ArD,MOYEN,,,,OPERATIONAL,AUTRES - Administration,WEEKLY
obrt8alkf58Gl0R2GMfoO,Rapport hebdomadaire,"Rapport hebdomadaire d'activité RH : 
Trame des plannings des activités mensuelles et hebdomadaire et transmission",,,0.5,true,2025-11-21 17:37:31.477,2025-11-21 17:37:31.477,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-11-21 17:35:31.403,false,,,true,,MEDIUM,DONE,OL6h2_B4REFKlgq2rad0O,MOYEN,,,,REPORTING,Rapport hebdomadaire,WEEKLY_MONTHLY
